OTU,Kingdom,Phylum,Class,Order,Family,Genus,Species,LancangBesar,Pari,Tidung,KarangBeras,Pramuka,Kotok,Sepa,Total
ASV10376,Bacteria,Proteobacteria,Deltaproteobacteria,Unavailable,Unavailable,Unavailable,Unavailable,0,12,11,26,3,0,11,63
ASV10849,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,uncultured,uncultured organism,uncultured organism,0,13,11,4,14,8,13,63
ASV11401,Bacteria,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,0,11,9,12,13,0,18,63
ASV14224,Bacteria,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,26,0,13,2,0,16,6,63
ASV14296,Bacteria,Chloroflexi,Anaerolineae,SBR1031,uncultured bacterium,uncultured bacterium,uncultured bacterium,7,4,5,27,20,0,0,63
ASV15667,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Rhodopirellula,uncultured bacterium,0,0,5,5,0,53,0,63
ASV16573,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Synechococcales Incertae Sedis,Schizothrix LEGE 07164,Unavailable,18,0,0,0,10,14,21,63
ASV18587,Bacteria,Proteobacteria,Deltaproteobacteria,NB1-j,Unavailable,Unavailable,Unavailable,9,4,12,0,0,26,12,63
ASV21175,Bacteria,BRC1,uncultured organism,uncultured organism,uncultured organism,uncultured organism,uncultured organism,0,63,0,0,0,0,0,63
ASV25177,Bacteria,Bacteroidetes,Bacteroidia,Unavailable,Unavailable,Unavailable,Unavailable,0,0,58,0,0,0,5,63
ASV27092,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Unavailable,Unavailable,Unavailable,4,26,0,14,4,13,2,63
ASV458,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Unavailable,0,4,0,4,0,25,29,62
ASV935,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,EC94,uncultured marine bacterium,uncultured marine bacterium,0,1,18,6,13,17,7,62
ASV939,Bacteria,Chloroflexi,Dehalococcoidia,SAR202 clade,uncultured bacterium,uncultured bacterium,uncultured bacterium,0,0,0,1,21,0,40,62
ASV966,Bacteria,Proteobacteria,Gammaproteobacteria,OM182 clade,uncultured gamma proteobacterium,uncultured gamma proteobacterium,uncultured gamma proteobacterium,0,15,25,8,12,2,0,62
ASV1876,Bacteria,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,0,3,15,5,0,12,27,62
ASV5744,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured,Unavailable,0,0,5,0,1,40,16,62
ASV6864,Bacteria,Latescibacteria,uncultured Bacteroidetes bacterium,uncultured Bacteroidetes bacterium,uncultured Bacteroidetes bacterium,uncultured Bacteroidetes bacterium,uncultured Bacteroidetes bacterium,0,8,16,0,0,23,15,62
ASV7130,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,uncultured,uncultured Firmicutes bacterium,2,3,20,8,13,9,7,62
ASV7540,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,uncultured,uncultured delta proteobacterium,0,22,0,0,28,5,7,62
ASV7588,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Unavailable,Unavailable,0,31,0,31,0,0,0,62
ASV7736,Bacteria,Planctomycetes,vadinHA49,Unavailable,Unavailable,Unavailable,Unavailable,1,0,61,0,0,0,0,62
ASV9610,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,uncultured,uncultured delta proteobacterium,3,2,21,11,9,2,14,62
ASV12519,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),Unavailable,Unavailable,Unavailable,0,0,0,62,0,0,0,62
ASV12751,Bacteria,Proteobacteria,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,0,0,0,62,0,0,0,62
ASV14175,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Prochlorotrichaceae,Prochlorothrix PCC-9006,uncultured bacterium,0,4,6,32,11,6,3,62
ASV14527,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,uncultured,uncultured Bacteroidetes bacterium,uncultured Bacteroidetes bacterium,0,0,62,0,0,0,0,62
ASV16246,Bacteria,Proteobacteria,Deltaproteobacteria,FW113,uncultured bacterium,uncultured bacterium,uncultured bacterium,0,0,14,0,1,26,21,62
ASV18430,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,uncultured bacterium,uncultured bacterium,0,0,1,61,0,0,0,62
ASV19338,Bacteria,Acidobacteria,Subgroup 22,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,0,17,18,2,20,0,5,62
ASV20022,Bacteria,Proteobacteria,Deltaproteobacteria,Unavailable,Unavailable,Unavailable,Unavailable,0,0,0,8,48,0,6,62
ASV21152,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Unavailable,Unavailable,Unavailable,0,0,11,10,20,17,4,62
ASV23469,Bacteria,Spirochaetes,Leptospirae,Leptospirales,Leptospiraceae,uncultured,uncultured bacterium,0,0,0,0,0,62,0,62
ASV24013,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Unavailable,Unavailable,62,0,0,0,0,0,0,62
ASV481,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Stappiaceae,Unavailable,Unavailable,0,0,32,0,4,0,25,61
ASV591,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Unavailable,Unavailable,9,0,10,23,1,0,18,61
ASV715,Bacteria,Acidobacteria,Subgroup 22,Unavailable,Unavailable,Unavailable,Unavailable,13,0,12,5,13,12,6,61
ASV992,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,EC94,uncultured bacterium,uncultured bacterium,7,8,1,0,45,0,0,61
ASV1276,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Epulopiscium,uncultured Lachnospiraceae bacterium,13,25,0,0,0,0,23,61
ASV1654,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodovibrionales,Kiloniellaceae,uncultured,Unavailable,0,0,28,1,0,6,26,61
ASV1735,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,SEEP-SRB1,Olavius ilvae Delta 3 endosymbiont,0,0,0,5,21,29,6,61
ASV1737,Bacteria,Acidobacteria,Subgroup 21,Unavailable,Unavailable,Unavailable,Unavailable,0,4,11,11,21,5,9,61
ASV2460,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Ilumatobacter,Unavailable,0,3,14,29,3,12,0,61
ASV2761,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Terasakiellaceae,uncultured,uncultured alpha proteobacterium,0,2,2,4,28,8,17,61
ASV2816,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,uncultured,uncultured bacterium,0,6,5,16,0,11,23,61
ASV3466,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Flammeovirgaceae,Algivirga,uncultured bacterium,1,0,39,11,4,6,0,61
ASV3596,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodopirillaceae,Defluviicoccus,Unavailable,0,2,0,2,2,40,15,61
ASV3689,Bacteria,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,4,0,16,18,2,12,9,61
ASV4660,Bacteria,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup 10,Unavailable,0,5,10,2,15,5,24,61
ASV6788,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,uncultured,Unavailable,3,0,26,2,4,0,26,61
ASV6957,Bacteria,Planctomycetes,OM190,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,0,12,11,8,25,0,5,61
ASV7545,Bacteria,Lentisphaerae,Oligosphaeria,SS1-B-02-17,uncultured bacterium,uncultured bacterium,uncultured bacterium,0,0,10,21,3,26,1,61
ASV8590,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Sediminispirochaeta,uncultured bacterium,0,1,6,5,24,24,1,61
ASV9248,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Wenyingzhuangia,uncultured bacterium,0,22,10,9,5,15,0,61
ASV9301,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Rhodopirellula,Unavailable,0,6,55,0,0,0,0,61
ASV11139,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,uncultured,uncultured organism,0,4,13,22,10,5,7,61
ASV11588,Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,uncultured bacterium,uncultured bacterium,0,10,11,4,8,9,19,61
ASV11880,Bacteria,Planctomycetes,Pla3 lineage,uncultured planctomycete,uncultured planctomycete,uncultured planctomycete,uncultured planctomycete,0,3,1,11,11,28,7,61
ASV13099,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidetes BD2-2,Unavailable,Unavailable,0,7,15,12,3,9,15,61
ASV14033,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Unavailable,Unavailable,17,6,24,11,3,0,0,61
ASV17549,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,bacteriap25,Unavailable,Unavailable,51,10,0,0,0,0,0,61
ASV18590,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pir4 lineage,uncultured planctomycete,4,7,12,16,10,5,7,61
ASV20792,Bacteria,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,0,0,61,0,0,0,0,61
ASV21063,Bacteria,Tenericutes,Mollicutes,Mollicutes RF39,uncultured Firmicutes bacterium,uncultured Firmicutes bacterium,uncultured Firmicutes bacterium,0,16,11,3,31,0,0,61
ASV21928,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,uncultured,uncultured bacterium,0,35,0,11,14,1,0,61
ASV1033,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,uncultured bacterium,13,9,27,3,2,0,6,60
ASV1034,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,uncultured,uncultured gamma proteobacterium,0,0,10,14,0,33,3,60
ASV1565,Bacteria,Proteobacteria,Gammaproteobacteria,Piscirickettsiales,Piscirickettsiaceae,Candidatus Endoecteinascidia,uncultured bacterium,3,15,17,4,2,19,0,60
ASV1799,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,Unavailable,5,0,0,0,15,0,40,60
ASV2124,Bacteria,Proteobacteria,Gammaproteobacteria,Unavailable,Unavailable,Unavailable,Unavailable,0,0,0,0,0,0,60,60
ASV2463,Bacteria,Fibrobacteres,Chitinivibrionia,Chitinivibrionales,Chitinivibrionaceae,possible genus 03,uncultured bacterium,3,1,2,10,13,12,19,60
ASV4857,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,uncultured bacterium,uncultured bacterium,6,16,25,1,0,7,5,60
ASV5182,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta 2,uncultured bacterium,7,9,10,6,15,6,7,60
ASV5394,Bacteria,Firmicutes,Clostridia,Clostridiales,Family XIII,uncultured,uncultured bacterium,0,25,21,0,0,14,0,60
ASV5591,Bacteria,Cyanobacteria,Oxyphotobacteria,Oxyphotobacteria Incertae Sedis,Unknown Family,uncultured,uncultured bacterium,0,24,9,22,4,0,1,60
ASV5819,Bacteria,Proteobacteria,Alphaproteobacteria,uncultured,uncultured bacterium,uncultured bacterium,uncultured bacterium,10,2,9,14,0,18,7,60
ASV6815,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,uncultured,uncultured bacterium,4,14,6,2,10,14,10,60
ASV6916,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Unavailable,Unavailable,Unavailable,0,6,19,17,5,0,13,60
ASV7208,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353 marine group,Unavailable,Unavailable,Unavailable,8,0,23,2,10,17,0,60
ASV7269,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Plesiocystis,Plesiocystis sp. SIS-2,8,8,8,8,15,3,10,60
ASV7393,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,uncultured,uncultured bacterium,0,0,4,9,3,0,44,60
ASV8091,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodovibrionales,Kiloniellaceae,uncultured,uncultured alpha proteobacterium,0,0,11,21,12,4,12,60
ASV10944,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,uncultured,uncultured organism,0,4,7,19,9,4,17,60
ASV11204,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Unavailable,Unavailable,4,2,14,6,12,16,6,60
ASV11299,Bacteria,Planctomycetes,vadinHA49,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,0,0,0,0,14,27,19,60
ASV12088,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,uncultured bacterium,6,15,3,11,13,3,9,60
ASV14559,Bacteria,Patescibacteria,Parcubacteria,Candidatus Kaiserbacteria,uncultured bacterium,uncultured bacterium,uncultured bacterium,0,0,0,0,0,33,27,60
ASV15417,Bacteria,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,0,0,0,7,11,13,29,60
ASV16284,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Ekhidna,Unavailable,0,9,7,0,14,11,19,60
ASV17084,Bacteria,Planctomycetes,OM190,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,9,44,0,0,0,0,7,60
ASV18251,Bacteria,Proteobacteria,Deltaproteobacteria,NB1-j,uncultured bacterium,uncultured bacterium,uncultured bacterium,0,0,60,0,0,0,0,60
ASV18534,Bacteria,Omnitrophicaeota,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,0,4,25,0,2,21,8,60
ASV22831,Bacteria,Proteobacteria,Alphaproteobacteria,Unavailable,Unavailable,Unavailable,Unavailable,0,0,0,55,0,4,1,60
ASV25879,Bacteria,Planctomycetes,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,11,6,8,4,0,26,5,60
ASV29,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Unavailable,0,0,18,4,14,5,18,59
ASV205,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,uncultured,marine metagenome,5,7,6,14,0,16,11,59
ASV337,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353 marine group,uncultured marine bacterium,uncultured marine bacterium,uncultured marine bacterium,2,13,21,4,11,8,0,59
ASV1515,Bacteria,Proteobacteria,Gammaproteobacteria,Unavailable,Unavailable,Unavailable,Unavailable,0,7,15,0,4,24,9,59
ASV1998,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,uncultured,uncultured delta proteobacterium,0,2,13,10,14,9,11,59
ASV3158,Bacteria,Proteobacteria,Gammaproteobacteria,Unavailable,Unavailable,Unavailable,Unavailable,0,5,0,0,0,39,15,59
ASV4062,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,uncultured,uncultured bacterium,0,0,15,10,10,11,13,59
ASV4153,Bacteria,Proteobacteria,Alphaproteobacteria,Unavailable,Unavailable,Unavailable,Unavailable,0,18,2,2,19,0,18,59
ASV4211,Bacteria,Proteobacteria,Alphaproteobacteria,Parvibaculales,PS1 clade,uncultured bacterium,uncultured bacterium,0,4,14,10,7,17,7,59
ASV4558,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,uncultured Saprospiraceae bacterium,0,0,12,17,18,5,7,59
ASV4771,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353 marine group,Unavailable,Unavailable,Unavailable,0,0,10,0,0,47,2,59
ASV4865,Bacteria,Proteobacteria,Gammaproteobacteria,Unavailable,Unavailable,Unavailable,Unavailable,0,0,21,27,9,0,2,59
ASV8374,Bacteria,Planctomycetes,Pla4 lineage,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,0,0,15,43,0,0,1,59
ASV9113,Bacteria,Acidobacteria,Subgroup 22,Unavailable,Unavailable,Unavailable,Unavailable,0,0,0,59,0,0,0,59
ASV9177,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Unavailable,Unavailable,Unavailable,2,1,1,16,23,5,11,59
ASV10417,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,uncultured bacterium,uncultured bacterium,0,1,1,1,19,25,12,59
ASV11566,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Unavailable,Unavailable,7,0,1,15,5,9,22,59
ASV12511,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Unavailable,Unavailable,Unavailable,0,0,1,4,21,11,22,59
ASV13630,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,uncultured,uncultured bacterium,1,9,0,0,16,0,33,59
ASV14477,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Blastopirellula,metagenome,0,0,0,25,31,0,3,59
ASV14865,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353 marine group,uncultured marine microorganism,uncultured marine microorganism,uncultured marine microorganism,0,13,8,11,10,5,12,59
ASV15912,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Amoebophilaceae,uncultured,Unavailable,0,5,13,2,13,4,22,59
ASV17260,Bacteria,Proteobacteria,Gammaproteobacteria,Unavailable,Unavailable,Unavailable,Unavailable,0,8,6,0,10,0,35,59
ASV18229,Bacteria,Planctomycetes,OM190,uncultured Planctomyces sp.,uncultured Planctomyces sp.,uncultured Planctomyces sp.,uncultured Planctomyces sp.,0,0,31,4,0,24,0,59
ASV18262,Bacteria,Proteobacteria,Magnetococcia,Magnetococcales,Magnetococcaceae,Magnetococcus,uncultured bacterium,0,24,4,12,12,0,7,59
ASV20783,Bacteria,Proteobacteria,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,0,7,40,0,12,0,0,59
ASV20793,Bacteria,Gemmatimonadetes,MD2902-B12,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,15,0,13,0,12,13,6,59
ASV20871,Bacteria,Patescibacteria,Parcubacteria,Unavailable,Unavailable,Unavailable,Unavailable,20,1,9,10,16,3,0,59
ASV24407,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Roseibacillus,uncultured Verrucomicrobium sp.,23,10,10,5,3,6,2,59
ASV1514,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996 marine group,uncultured marine bacterium,0,0,5,4,6,21,22,58
ASV1602,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,uncultured,uncultured bacterium,8,5,8,19,10,2,6,58
ASV2047,Bacteria,Verrucomicrobia,Verrucomicrobiae,Methylacidiphilales,Methylacidiphilaceae,uncultured,uncultured Verrucomicrobiaceae bacterium,0,2,1,14,30,3,8,58
ASV2275,Bacteria,Proteobacteria,Alphaproteobacteria,Parvibaculales,PS1 clade,Unavailable,Unavailable,0,5,0,11,3,17,22,58
ASV2348,Bacteria,Planctomycetes,OM190,Unavailable,Unavailable,Unavailable,Unavailable,0,15,4,12,0,21,6,58
ASV2535,Bacteria,Planctomycetes,vadinHA49,Unavailable,Unavailable,Unavailable,Unavailable,0,0,0,0,10,43,5,58
ASV3126,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,uncultured,uncultured organism,uncultured organism,5,4,7,8,2,0,32,58
ASV3286,Bacteria,Acidobacteria,Subgroup 9,uncultured Acidobacteria bacterium,uncultured Acidobacteria bacterium,uncultured Acidobacteria bacterium,uncultured Acidobacteria bacterium,0,16,5,12,14,9,2,58
ASV3362,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,uncultured bacterium,uncultured bacterium,26,19,5,7,1,0,0,58
ASV3878,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodovibrionales,Kiloniellaceae,Kiloniella,Kiloniellaceae bacterium EF3B-B119,0,14,8,2,6,25,3,58
ASV3953,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Unavailable,Unavailable,0,0,7,28,4,10,9,58
ASV4726,Bacteria,Hydrogenedentes,Hydrogenedentia,Hydrogenedentiales,Hydrogenedensaceae,uncultured proteobacterium,uncultured proteobacterium,0,6,4,9,17,17,5,58
ASV5208,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Unavailable,Unavailable,38,1,0,13,0,0,6,58
ASV7544,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169 marine group,uncultured alpha proteobacterium,uncultured alpha proteobacterium,0,5,9,2,1,28,13,58
ASV7617,Bacteria,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,13,10,0,0,0,0,35,58
ASV7744,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,uncultured,Unavailable,0,26,0,2,0,0,30,58
ASV9276,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,uncultured,Unavailable,3,18,10,11,3,13,0,58
ASV9605,Bacteria,Chloroflexi,Dehalococcoidia,SAR202 clade,uncultured bacterium,uncultured bacterium,uncultured bacterium,0,6,17,0,0,11,24,58
ASV11997,Bacteria,Proteobacteria,Deltaproteobacteria,Bradymonadales,Unavailable,Unavailable,Unavailable,7,5,0,5,0,41,0,58
ASV13416,Bacteria,Planctomycetes,Pla3 lineage,Unavailable,Unavailable,Unavailable,Unavailable,0,0,16,0,11,0,31,58
ASV13422,Bacteria,Bacteroidetes,Bacteroidia,Unavailable,Unavailable,Unavailable,Unavailable,17,2,4,0,14,13,8,58
ASV15088,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Chlamydiaceae,Unavailable,Unavailable,0,3,6,3,10,14,22,58
ASV16584,Bacteria,Patescibacteria,Gracilibacteria,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,0,0,0,0,0,0,58,58
ASV17683,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Amoebophilaceae,uncultured,uncultured bacterium,0,0,0,3,55,0,0,58
ASV22153,Bacteria,Proteobacteria,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,0,0,0,52,0,0,6,58
ASV26380,Bacteria,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,0,1,17,0,0,36,4,58
ASV263,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,BD1-7 clade,uncultured gamma proteobacterium,5,2,3,0,11,20,16,57
ASV343,Bacteria,Cyanobacteria,Oxyphotobacteria,Eurycoccales,Eurycoccales Incertae Sedis,Synechococcus PCC-7336,Unavailable,3,9,0,10,8,2,25,57
ASV450,Bacteria,Chloroflexi,Dehalococcoidia,SAR202 clade,uncultured sponge symbiont PAWS52f,uncultured sponge symbiont PAWS52f,uncultured sponge symbiont PAWS52f,8,4,15,5,6,12,7,57
ASV752,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Rubinisphaeraceae,uncultured,Unavailable,6,0,8,12,6,7,18,57
ASV1636,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Gven-F17,uncultured bacterium,uncultured bacterium,4,5,3,7,6,21,11,57
ASV2212,Bacteria,Bacteroidetes,Bacteroidia,Unavailable,Unavailable,Unavailable,Unavailable,5,3,13,8,5,18,5,57
ASV2888,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Roseibacillus,uncultured organism,0,2,17,15,9,6,8,57
ASV4181,Bacteria,Planctomycetes,Pla3 lineage,uncultured planctomycete,uncultured planctomycete,uncultured planctomycete,uncultured planctomycete,3,0,6,12,4,22,10,57
ASV6128,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Amoebophilaceae,uncultured,uncultured Bacteroidetes bacterium,0,27,13,8,0,0,9,57
ASV7896,Bacteria,Bacteroidetes,Ignavibacteria,OPB56,uncultured bacterium,uncultured bacterium,uncultured bacterium,0,12,23,10,7,0,5,57
ASV8099,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,Arenicella,uncultured bacterium,27,1,0,0,5,0,24,57
ASV8332,Bacteria,Proteobacteria,Gammaproteobacteria,Unavailable,Unavailable,Unavailable,Unavailable,0,3,35,0,0,19,0,57
